All by-Identity Ungapped Fragments (Hits based approach)
[Abr.98/Apr.2010/Dec.2011 -- <ortrelles@uma.es>
SeqX filename        : MH232.fasta
SeqY filename        : MH7448.fasta
SeqX name            : gi|54019969|ref|NC_006360.1|
SeqY name            : gi|72080342|ref|NC_007332.1|
SeqX length          : 892758
SeqY length          : 920079
Min.fragment.length  : 100
Min.Identity         : 65
Tot Hits (seeds)     : 16744
Tot Hits (seeds) used: 2256
Total fragments      : 505
========================================================
Total frags      : 403
x========================================================
Type,xStart,yStart,xEnd,yEnd,strand,block,length,score,ident,similarity,porc_ident,SeqX,SeqY,gene,locus_tag,product
GY,0,278471,0,279463,f,-417,992,0,0,0,0,0,0,-,MHP7448_0233,putative ribose ABC transporter
GY,0,279486,0,280691,f,-417,1205,0,0,0,0,0,0,rbsB,MHP7448_0234,periplasmic sugar-binding proteins
GY,0,280714,0,281757,f,-417,1043,0,0,0,0,0,0,-,MHP7448_0235,myo-inositol 2-dehydrogenase
Frag,184501,268905,184663,268743,r,-417,163,98.77,162.00,99.39,98.77,644,-,-
GX,1,0,892758,0,f,-417,892757,0,0,0,0,0,0,-,-,-
GX,268594,0,271545,0,r,-417,2951,0,0,0,0,0,0,-,mhp244,hypothetical protein
GY,0,1,0,920079,f,-417,920078,0,0,0,0,0,0,-,-,-
Frag,184590,268825,184783,268632,r,57,194,69.07,164.00,84.54,69.07,536,-,-
GX,1,0,892758,0,f,57,892757,0,0,0,0,0,0,-,-,-
GX,268594,0,271545,0,r,57,2951,0,0,0,0,0,0,-,mhp244,hypothetical protein
GY,0,1,0,920079,f,57,920078,0,0,0,0,0,0,-,-,-
Frag,184764,268648,186436,266976,r,57,1673,93.54,1619.00,96.77,93.54,6260,-,-
GX,1,0,892758,0,f,57,892757,0,0,0,0,0,0,-,-,-
GX,266761,0,267477,0,r,57,716,0,0,0,0,0,0,hemK,mhp242,protoporphirogen oxidase
GX,267464,0,268549,0,r,57,1085,0,0,0,0,0,0,prfA,mhp243,peptide chain release factor 1
GX,268594,0,271545,0,r,57,2951,0,0,0,0,0,0,-,mhp244,hypothetical protein
GY,0,1,0,920079,f,57,920078,0,0,0,0,0,0,-,-,-
GY,0,267185,0,268441,r,57,1256,0,0,0,0,0,0,glyA,MHP7448_0224,serine hydroxymethyltransferase
Frag,186286,265065,186951,264400,r,57,666,95.20,650.00,97.60,95.20,2536,-,-
GX,1,0,892758,0,f,57,892757,0,0,0,0,0,0,-,-,-
GX,264379,0,264903,0,r,57,524,0,0,0,0,0,0,spoU,mhp239,tRNA/rRNA methyltransferase
GX,264896,0,265306,0,r,57,410,0,0,0,0,0,0,-,mhp240,hypothetical protein
GY,0,1,0,920079,f,57,920078,0,0,0,0,0,0,-,-,-
GY,0,263409,0,264428,r,57,1019,0,0,0,0,0,0,nrdF,MHP7448_0223,ribonucleotide-diphosphate reductase subunit beta
Frag,186905,264449,190652,260702,r,57,3748,98.51,3720.00,99.25,98.51,14768,-,-
GX,1,0,892758,0,f,57,892757,0,0,0,0,0,0,-,-,-
GX,260182,0,261417,0,r,57,1235,0,0,0,0,0,0,-,mhp234,hypothetical protein
GX,261433,0,262245,0,r,57,812,0,0,0,0,0,0,-,mhp235,hypothetical protein
GX,262255,0,262905,0,r,57,650,0,0,0,0,0,0,-,mhp236,chromate transport protein, putative
GX,262889,0,263494,0,r,57,605,0,0,0,0,0,0,-,mhp237,chromate transport protein, putative
GX,263553,0,263627,0,f,57,74,0,0,0,0,0,0,-,mhptRNA-Trp1,tRNA-Trp
GX,263553,0,263627,0,f,57,74,0,0,0,0,0,0,-,-,tRNA-Trp
GX,263634,0,264392,0,r,57,758,0,0,0,0,0,0,spoU,mhp238,tRNA/rRNA methyltransferase
GX,264379,0,264903,0,r,57,524,0,0,0,0,0,0,spoU,mhp239,tRNA/rRNA methyltransferase
GY,0,1,0,920079,f,57,920078,0,0,0,0,0,0,-,-,-
GY,0,260738,0,262879,r,57,2141,0,0,0,0,0,0,nrdE,MHP7448_0221,ribonucleotide-diphosphate reductase subunit alpha
GY,0,262955,0,263407,r,57,452,0,0,0,0,0,0,nrdI,MHP7448_0222,ribonucleotide reductase stimulatory protein
GY,0,263409,0,264428,r,57,1019,0,0,0,0,0,0,nrdF,MHP7448_0223,ribonucleotide-diphosphate reductase subunit beta
Frag,190612,260741,190832,260521,r,57,221,77.38,196.00,88.69,77.38,684,-,-
GX,1,0,892758,0,f,57,892757,0,0,0,0,0,0,-,-,-
GX,260182,0,261417,0,r,57,1235,0,0,0,0,0,0,-,mhp234,hypothetical protein
GY,0,1,0,920079,f,57,920078,0,0,0,0,0,0,-,-,-
GY,0,260380,0,260649,r,57,269,0,0,0,0,0,0,-,MHP7448_0220,hypothetical protein
GY,0,260738,0,262879,r,57,2141,0,0,0,0,0,0,nrdE,MHP7448_0221,ribonucleotide-diphosphate reductase subunit alpha
Frag,190772,260573,190919,260426,r,57,148,71.62,127.00,85.81,71.62,424,-,-
GX,1,0,892758,0,f,57,892757,0,0,0,0,0,0,-,-,-
GX,260182,0,261417,0,r,57,1235,0,0,0,0,0,0,-,mhp234,hypothetical protein
GY,0,1,0,920079,f,57,920078,0,0,0,0,0,0,-,-,-
GY,0,260380,0,260649,r,57,269,0,0,0,0,0,0,-,MHP7448_0220,hypothetical protein
Frag,190914,260429,191143,260200,r,57,230,84.35,212.00,92.17,84.35,776,-,-
GX,1,0,892758,0,f,57,892757,0,0,0,0,0,0,-,-,-
GX,260182,0,261417,0,r,57,1235,0,0,0,0,0,0,-,mhp234,hypothetical protein
GY,0,1,0,920079,f,57,920078,0,0,0,0,0,0,-,-,-
GY,0,260380,0,260649,r,57,269,0,0,0,0,0,0,-,MHP7448_0220,hypothetical protein
Frag,191138,260119,192042,259215,r,-417,905,83.43,830.00,91.71,83.43,3020,-,-
GX,1,0,892758,0,f,-417,892757,0,0,0,0,0,0,-,-,-
GX,258589,0,259986,0,r,-417,1397,0,0,0,0,0,0,tig,mhp233,trigger factor
GY,0,1,0,920079,f,-417,920078,0,0,0,0,0,0,-,-,-
GY,0,258914,0,259669,r,-417,755,0,0,0,0,0,0,-,MHP7448_0219,hypothetical protein
Frag,191341,259917,191487,259771,r,-417,147,80.95,133.00,90.48,80.95,476,-,-
GX,1,0,892758,0,f,-417,892757,0,0,0,0,0,0,-,-,-
GX,258589,0,259986,0,r,-417,1397,0,0,0,0,0,0,tig,mhp233,trigger factor
GY,0,1,0,920079,f,-417,920078,0,0,0,0,0,0,-,-,-
Frag,192036,259220,192380,258876,r,57,345,93.62,334.00,96.81,93.62,1292,-,-
GX,1,0,892758,0,f,57,892757,0,0,0,0,0,0,-,-,-
GX,258589,0,259986,0,r,57,1397,0,0,0,0,0,0,tig,mhp233,trigger factor
GY,0,1,0,920079,f,57,920078,0,0,0,0,0,0,-,-,-
GY,0,258914,0,259669,r,57,755,0,0,0,0,0,0,-,MHP7448_0219,hypothetical protein
Frag,192424,256899,207630,241693,r,-2,15207,98.04,15058.00,99.02,98.04,59636,-,-
GX,1,0,892758,0,f,-2,892757,0,0,0,0,0,0,-,-,-
GX,241984,0,242397,0,f,-2,413,0,0,0,0,0,0,rpsM,mhp211,30S ribosomal protein S13
GX,242400,0,242804,0,f,-2,404,0,0,0,0,0,0,rps11,mhp212,30S ribosomal protein S11
GX,242811,0,243809,0,f,-2,998,0,0,0,0,0,0,rpoA,mhp213,DNA-directed RNA polymerase subunit alpha
GX,243812,0,244174,0,f,-2,362,0,0,0,0,0,0,rplQ,mhp214,50S ribosomal protein L17
GX,244385,0,245107,0,r,-2,722,0,0,0,0,0,0,-,mhp215,ribosomal large subunit pseudouridine synthase B
GX,245088,0,245516,0,r,-2,428,0,0,0,0,0,0,-,mhp216,hypothetical protein
GX,245509,0,246654,0,r,-2,1145,0,0,0,0,0,0,nifS,mhp217,nitrogen fixation protein
GX,246647,0,247360,0,r,-2,713,0,0,0,0,0,0,hlyA,mhp218,hemolysin
GX,247361,0,247822,0,r,-2,461,0,0,0,0,0,0,-,mhp219,hypothetical protein
GX,247794,0,248555,0,r,-2,761,0,0,0,0,0,0,-,mhp220,hypothetical protein
GX,248777,0,250108,0,r,-2,1331,0,0,0,0,0,0,DeoB,mhp221,phosphopentomutase
GX,250051,0,252090,0,f,-2,2039,0,0,0,0,0,0,ABC,mhp222,ATP-dependent transport protein
GX,252062,0,252445,0,f,-2,383,0,0,0,0,0,0,-,mhp223,hypothetical protein
GX,252463,0,252915,0,f,-2,452,0,0,0,0,0,0,-,mhp224,hypothetical protein
GX,252915,0,253310,0,f,-2,395,0,0,0,0,0,0,cdd,mhp225,cytidine deaminase
GX,253317,0,254198,0,f,-2,881,0,0,0,0,0,0,era,mhp226,GTP-binding protein Era
GX,254678,0,255358,0,f,-2,680,0,0,0,0,0,0,-,mhp227,hypothetical protein
GX,255385,0,255945,0,f,-2,560,0,0,0,0,0,0,-,mhp228,hypothetical protein
GX,255926,0,256519,0,f,-2,593,0,0,0,0,0,0,gmk,mhp229,guanylate kinase
GX,256520,0,257377,0,f,-2,857,0,0,0,0,0,0,-,mhp230,hypothetical protein
GY,0,1,0,920079,f,-2,920078,0,0,0,0,0,0,-,-,-
GY,0,241747,0,242811,f,-2,1064,0,0,0,0,0,0,-,MHP7448_0211,hypothetical protein
GY,0,243270,0,244370,f,-2,1100,0,0,0,0,0,0,oppB-1,MHP7448_0212,oligopeptide ABC transporter system permease
GY,0,244388,0,245335,f,-2,947,0,0,0,0,0,0,oppC-1,MHP7448_0213,oligopeptide transport system permease
GY,0,245421,0,246749,f,-2,1328,0,0,0,0,0,0,oppD,MHP7448_0214,oligopeptide ABC transporter ATP-binding protein
GY,0,246925,0,248070,f,-2,1145,0,0,0,0,0,0,oppF-1,MHP7448_0215,oligopeptide ABC transporter ATP-binding protein
GY,0,248072,0,254200,f,-2,6128,0,0,0,0,0,0,-,MHP7448_0216,hypothetical protein
GY,0,254220,0,256889,f,-2,2669,0,0,0,0,0,0,-,MHP7448_0217,lipoprotein
Frag,192424,162959,192881,163416,f,-321,458,90.83,437.00,95.41,90.83,1664,-,-
GX,1,0,892758,0,f,-321,892757,0,0,0,0,0,0,-,-,-
GX,192435,0,195113,0,r,-321,2678,0,0,0,0,0,0,-,mhp164,hypothetical protein
GY,0,1,0,920079,f,-321,920078,0,0,0,0,0,0,-,-,-
GY,0,192006,0,192863,r,-321,857,0,0,0,0,0,0,-,MHP7448_0152,hypothetical protein
GY,0,192864,0,193457,r,-321,593,0,0,0,0,0,0,gmk,MHP7448_0153,guanylate kinase
Frag,207621,241697,213067,236251,r,57,5447,98.09,5395.00,99.05,98.09,21372,-,-
GX,1,0,892758,0,f,57,892757,0,0,0,0,0,0,-,-,-
GX,236088,0,236483,0,f,57,395,0,0,0,0,0,0,rpsH,mhp202,30S ribosomal protein S8
GX,236490,0,237029,0,f,57,539,0,0,0,0,0,0,rplF,mhp203,50S ribosomal protein L6
GX,237032,0,237397,0,f,57,365,0,0,0,0,0,0,rplR,mhp204,50S ribosomal protein L18
GX,237399,0,238049,0,f,57,650,0,0,0,0,0,0,rpsE,mhp205,30S ribosomal protein S5
GX,238161,0,238604,0,f,57,443,0,0,0,0,0,0,rplO,mhp206,50S ribosomal protein L15
GX,238604,0,240025,0,f,57,1421,0,0,0,0,0,0,secY,mhp207,preprotein translocase subunit SecY
GX,240071,0,240709,0,f,57,638,0,0,0,0,0,0,adk,mhp208,adenylate kinase
GX,240700,0,241452,0,f,57,752,0,0,0,0,0,0,map,mhp209,methionine aminopeptidase
GX,241453,0,241680,0,f,57,227,0,0,0,0,0,0,infA,mhp210,translation initiation factor IF-1
GY,0,1,0,920079,f,57,920078,0,0,0,0,0,0,-,-,-
GY,0,236306,0,237775,f,57,1469,0,0,0,0,0,0,lysS,MHP7448_0207,lysyl-tRNA synthetase
GY,0,237777,0,238607,f,57,830,0,0,0,0,0,0,-,MHP7448_0208,HAD superfamily hydrolase
GY,0,238596,0,239924,r,57,1328,0,0,0,0,0,0,trmE,MHP7448_0209,tRNA modification GTPase TrmE
GY,0,239968,0,241584,r,57,1616,0,0,0,0,0,0,-,MHP7448_0210,ABC transporter ATP-binding protein
Frag,213028,236289,224739,224578,r,-322,11712,97.25,11551.00,98.63,97.25,45560,-,-
GX,1,0,892758,0,f,-322,892757,0,0,0,0,0,0,-,-,-
GX,224080,0,227406,0,r,-322,3326,0,0,0,0,0,0,P97,mhp183,protein p97
GX,227818,0,228327,0,r,-322,509,0,0,0,0,0,0,-,mhp184,hypothetical protein
GX,228071,0,228250,0,f,-322,179,0,0,0,0,0,0,-,mhp185,hypothetical protein
GX,228737,0,229150,0,f,-322,413,0,0,0,0,0,0,rpsJ,mhp186,30S ribosomal protein S10
GX,229152,0,229844,0,f,-322,692,0,0,0,0,0,0,rplC,mhp187,50S ribosomal protein L3
GX,229837,0,230481,0,f,-322,644,0,0,0,0,0,0,rplD,mhp188,50S ribosomal protein L4
GX,230485,0,230988,0,f,-322,503,0,0,0,0,0,0,rplW,mhp189,50S ribosomal protein L23
GX,231109,0,231957,0,f,-322,848,0,0,0,0,0,0,rplB,mhp190,50S ribosomal protein L2
GX,231957,0,232229,0,f,-322,272,0,0,0,0,0,0,rpsS,mhp191,30S ribosomal protein S19
GX,232167,0,232907,0,r,-322,740,0,0,0,0,0,0,-,mhp192,hypothetical protein
GX,232243,0,232854,0,f,-322,611,0,0,0,0,0,0,rplV,mhp193,50S ribosomal protein L22
GX,232854,0,233537,0,f,-322,683,0,0,0,0,0,0,rpsC,mhp194,30S ribosomal protein S3
GX,233540,0,233950,0,f,-322,410,0,0,0,0,0,0,rplP,mhp195,50S ribosomal protein L16
GX,233958,0,234323,0,f,-322,365,0,0,0,0,0,0,rpmC,mhp196,50S ribosomal protein L29
GX,234307,0,234603,0,f,-322,296,0,0,0,0,0,0,rpsQ,mhp197,30S ribosomal protein S17
GX,234605,0,234973,0,f,-322,368,0,0,0,0,0,0,rplN,mhp198,50S ribosomal protein L14
GX,234978,0,235301,0,f,-322,323,0,0,0,0,0,0,rplX,mhp199,50S ribosomal protein L24
GX,235305,0,235850,0,f,-322,545,0,0,0,0,0,0,rplE,mhp200,50S ribosomal protein L5
GX,235897,0,236082,0,f,-322,185,0,0,0,0,0,0,rpsN,mhp201,30S ribosomal protein S14
GX,236088,0,236483,0,f,-322,395,0,0,0,0,0,0,rpsH,mhp202,30S ribosomal protein S8
GY,0,1,0,920079,f,-322,920078,0,0,0,0,0,0,-,-,-
GY,0,221969,0,225238,f,-322,3269,0,0,0,0,0,0,-,MHP7448_0198,protein P97
GY,0,225259,0,227973,f,-322,2714,0,0,0,0,0,0,-,MHP7448_0199,protein P102
GY,0,228290,0,228973,r,-322,683,0,0,0,0,0,0,-,MHP7448_0200,16S ribosomal RNA methyltransferase RsmE
GY,0,229057,0,231699,f,-322,2642,0,0,0,0,0,0,alaS,MHP7448_0201,alanyl-tRNA synthetase
GY,0,231714,0,232106,f,-322,392,0,0,0,0,0,0,-,MHP7448_0202,hypothetical protein
GY,0,232112,0,232540,f,-322,428,0,0,0,0,0,0,-,MHP7448_0203,hypothetical protein
GY,0,232574,0,233128,f,-322,554,0,0,0,0,0,0,pth,MHP7448_0204,peptidyl-tRNA hydrolase
GY,0,233139,0,233999,f,-322,860,0,0,0,0,0,0,-,MHP7448_0205,hypothetical protein
GY,0,234036,0,236186,f,-322,2150,0,0,0,0,0,0,ftsH,MHP7448_0206,cell division protein
Frag,221884,139449,223082,140647,f,-323,1199,96.33,1177.00,98.17,96.33,4620,-,-
GX,1,0,892758,0,f,-323,892757,0,0,0,0,0,0,-,-,-
GX,221345,0,224059,0,r,-323,2714,0,0,0,0,0,0,P102,mhp182,protein p102
GY,0,1,0,920079,f,-323,920078,0,0,0,0,0,0,-,-,-
GY,0,221969,0,225238,f,-323,3269,0,0,0,0,0,0,-,MHP7448_0198,protein P97
Frag,223084,140648,224089,141653,f,-323,1006,97.81,995.00,98.91,97.81,3936,-,-
GX,1,0,892758,0,f,-323,892757,0,0,0,0,0,0,-,-,-
GX,221345,0,224059,0,r,-323,2714,0,0,0,0,0,0,P102,mhp182,protein p102
GY,0,1,0,920079,f,-323,920078,0,0,0,0,0,0,-,-,-
GY,0,221969,0,225238,f,-323,3269,0,0,0,0,0,0,-,MHP7448_0198,protein P97
Frag,224819,224555,228570,220804,r,57,3752,96.54,3687.00,98.27,96.54,14488,-,-
GX,1,0,892758,0,f,57,892757,0,0,0,0,0,0,-,-,-
GX,220345,0,221028,0,f,57,683,0,0,0,0,0,0,-,mhp181,16S ribosomal RNA methyltransferase RsmE
GX,221345,0,224059,0,r,57,2714,0,0,0,0,0,0,P102,mhp182,protein p102
GX,224080,0,227406,0,r,57,3326,0,0,0,0,0,0,P97,mhp183,protein p97
GY,0,1,0,920079,f,57,920078,0,0,0,0,0,0,-,-,-
GY,0,221129,0,221557,f,57,428,0,0,0,0,0,0,-,MHP7448_0197,hypothetical protein
GY,0,221969,0,225238,f,57,3269,0,0,0,0,0,0,-,MHP7448_0198,protein P97
Frag,228567,220811,238118,211260,r,57,9552,97.13,9415.00,98.57,97.13,37112,-,-
GX,1,0,892758,0,f,57,892757,0,0,0,0,0,0,-,-,-
GX,210712,0,211542,0,r,57,830,0,0,0,0,0,0,-,mhp173,hypothetical protein
GX,211544,0,213214,0,r,57,1670,0,0,0,0,0,0,lysS,mhp174,lysyl-tRNA synthetase
GX,213132,0,215279,0,r,57,2147,0,0,0,0,0,0,ftsH,mhp175,cell division protein
GX,215319,0,216212,0,r,57,893,0,0,0,0,0,0,-,mhp176,hypothetical protein
GX,216190,0,216744,0,r,57,554,0,0,0,0,0,0,pth,mhp177,peptidyl-tRNA hydrolase
GX,216778,0,217206,0,r,57,428,0,0,0,0,0,0,-,mhp178,hypothetical protein
GX,217212,0,217643,0,r,57,431,0,0,0,0,0,0,-,mhp179,hypothetical protein
GX,217619,0,220270,0,r,57,2651,0,0,0,0,0,0,alaS,mhp180,alanyl-tRNA synthetase
GX,220345,0,221028,0,f,57,683,0,0,0,0,0,0,-,mhp181,16S ribosomal RNA methyltransferase RsmE
GY,0,1,0,920079,f,57,920078,0,0,0,0,0,0,-,-,-
GY,0,211330,0,211980,r,57,650,0,0,0,0,0,0,rpsE,MHP7448_0177,30S ribosomal protein S5
GY,0,211982,0,212350,r,57,368,0,0,0,0,0,0,rplR,MHP7448_0178,50S ribosomal protein L18
GY,0,212350,0,212889,r,57,539,0,0,0,0,0,0,rplF,MHP7448_0179,50S ribosomal protein L6
GY,0,212896,0,213291,r,57,395,0,0,0,0,0,0,rpsH,MHP7448_0180,30S ribosomal protein S8
GY,0,213297,0,213482,r,57,185,0,0,0,0,0,0,rpsN,MHP7448_0181,30S ribosomal protein S14
GY,0,213529,0,214071,r,57,542,0,0,0,0,0,0,rplE,MHP7448_0182,50S ribosomal protein L5
GY,0,214078,0,214401,r,57,323,0,0,0,0,0,0,rplX,MHP7448_0183,50S ribosomal protein L24
GY,0,214406,0,214774,r,57,368,0,0,0,0,0,0,rplN,MHP7448_0184,50S ribosomal protein L14
GY,0,214776,0,215048,r,57,272,0,0,0,0,0,0,rpsQ,MHP7448_0185,30S ribosomal protein S17
GY,0,215056,0,215424,r,57,368,0,0,0,0,0,0,rpmC,MHP7448_0186,50S ribosomal protein L29
GY,0,215429,0,215839,r,57,410,0,0,0,0,0,0,rplP,MHP7448_0187,50S ribosomal protein L16
GY,0,215842,0,216525,r,57,683,0,0,0,0,0,0,rpsC,MHP7448_0188,30S ribosomal protein S3
GY,0,216525,0,217115,r,57,590,0,0,0,0,0,0,rplV,MHP7448_0189,50S ribosomal protein L22
GY,0,217150,0,217422,r,57,272,0,0,0,0,0,0,rpsS,MHP7448_0190,30S ribosomal protein S19
GY,0,217422,0,218270,r,57,848,0,0,0,0,0,0,rplB,MHP7448_0191,50S ribosomal protein L2
GY,0,218391,0,218894,r,57,503,0,0,0,0,0,0,rplW,MHP7448_0192,50S ribosomal protein L23
GY,0,218898,0,219518,r,57,620,0,0,0,0,0,0,rplD,MHP7448_0193,50S ribosomal protein L4
GY,0,219535,0,220227,r,57,692,0,0,0,0,0,0,rplC,MHP7448_0194,50S ribosomal protein L3
GY,0,220229,0,220600,r,57,371,0,0,0,0,0,0,rpsJ,MHP7448_0195,30S ribosomal protein S10
Frag,238038,211339,244240,205137,r,-401,6203,93.94,6015.00,96.97,93.94,23308,-,-
GX,1,0,892758,0,f,-401,892757,0,0,0,0,0,0,-,-,-
GX,204954,0,206054,0,r,-401,1100,0,0,0,0,0,0,oppB,mhp169,oligopeptide ABC transporter system permease
GX,206513,0,207565,0,r,-401,1052,0,0,0,0,0,0,-,mhp170,hypothetical protein
GX,207735,0,209351,0,f,-401,1616,0,0,0,0,0,0,-,mhp171,ABC transporter ATP-binding protein
GX,209395,0,210723,0,f,-401,1328,0,0,0,0,0,0,trmE,mhp172,tRNA modification GTPase TrmE
GX,210712,0,211542,0,r,-401,830,0,0,0,0,0,0,-,mhp173,hypothetical protein
GY,0,1,0,920079,f,-401,920078,0,0,0,0,0,0,-,-,-
GY,0,205204,0,205566,r,-401,362,0,0,0,0,0,0,rplQ,MHP7448_0167,50S ribosomal protein L17
GY,0,205569,0,206567,r,-401,998,0,0,0,0,0,0,rpoA,MHP7448_0168,DNA-directed RNA polymerase subunit alpha
GY,0,206574,0,206978,r,-401,404,0,0,0,0,0,0,rpsK,MHP7448_0169,30S ribosomal protein S11
GY,0,206981,0,207394,r,-401,413,0,0,0,0,0,0,rpsM,MHP7448_0170,30S ribosomal protein S13
GY,0,207539,0,207652,r,-401,113,0,0,0,0,0,0,rpmJ,MHP7448_0171,50S ribosomal protein L36
GY,0,207698,0,207916,r,-401,218,0,0,0,0,0,0,infA,MHP7448_0172,translation initiation factor IF-1
GY,0,207926,0,208678,r,-401,752,0,0,0,0,0,0,map,MHP7448_0173,methionine aminopeptidase
GY,0,208669,0,209307,r,-401,638,0,0,0,0,0,0,adk,MHP7448_0174,adenylate kinase
GY,0,209353,0,210774,r,-401,1421,0,0,0,0,0,0,secY,MHP7448_0175,preprotein translocase subunit SecY
GY,0,210774,0,211211,r,-401,437,0,0,0,0,0,0,rplO,MHP7448_0176,50S ribosomal protein L15
GY,0,211330,0,211980,r,-401,650,0,0,0,0,0,0,rpsE,MHP7448_0177,30S ribosomal protein S5
Frag,241697,207679,241954,207422,r,-401,258,75.97,227.00,87.98,75.97,784,-,-
GX,1,0,892758,0,f,-401,892757,0,0,0,0,0,0,-,-,-
GX,206513,0,207565,0,r,-401,1052,0,0,0,0,0,0,-,mhp170,hypothetical protein
GY,0,1,0,920079,f,-401,920078,0,0,0,0,0,0,-,-,-
GY,0,207539,0,207652,r,-401,113,0,0,0,0,0,0,rpmJ,MHP7448_0171,50S ribosomal protein L36
Frag,244228,205154,258017,191365,r,-401,13790,97.68,13630.00,98.84,97.68,53880,-,-
GX,1,0,892758,0,f,-401,892757,0,0,0,0,0,0,-,-,-
GX,191245,0,191496,0,f,-401,251,0,0,0,0,0,0,-,mhp160,hypothetical protein
GX,191598,0,192071,0,f,-401,473,0,0,0,0,0,0,-,mhp161,hypothetical protein
GX,192131,0,192343,0,f,-401,212,0,0,0,0,0,0,-,mhp163,hypothetical protein
GX,192435,0,195113,0,r,-401,2678,0,0,0,0,0,0,-,mhp164,hypothetical protein
GX,195124,0,201267,0,r,-401,6143,0,0,0,0,0,0,-,mhp165,hypothetical protein
GX,201254,0,202585,0,r,-401,1331,0,0,0,0,0,0,oppF,mhp166,oligopeptide ABC transporter ATP-binding protein
GX,202575,0,203987,0,r,-401,1412,0,0,0,0,0,0,oppD,mhp167,oligopeptide ABC transporter ATP-binding protein
GX,203989,0,204954,0,r,-401,965,0,0,0,0,0,0,oppC,mhp168,oligopeptide transport system permease
GX,204954,0,206054,0,r,-401,1100,0,0,0,0,0,0,oppB,mhp169,oligopeptide ABC transporter system permease
GY,0,1,0,920079,f,-401,920078,0,0,0,0,0,0,-,-,-
GY,0,191375,0,192013,r,-401,638,0,0,0,0,0,0,rpe,MHP7448_0151,ribulose-phosphate 3-epimerase
GY,0,192006,0,192863,r,-401,857,0,0,0,0,0,0,-,MHP7448_0152,hypothetical protein
GY,0,192864,0,193457,r,-401,593,0,0,0,0,0,0,gmk,MHP7448_0153,guanylate kinase
GY,0,193438,0,193998,r,-401,560,0,0,0,0,0,0,-,MHP7448_0154,DNA methylase
GY,0,194025,0,194705,r,-401,680,0,0,0,0,0,0,-,MHP7448_0155,hypothetical protein
GY,0,195185,0,196066,r,-401,881,0,0,0,0,0,0,era,MHP7448_0156,GTP-binding protein Era
GY,0,196073,0,196468,r,-401,395,0,0,0,0,0,0,cdd,MHP7448_0157,cytidine deaminase
GY,0,196468,0,196920,r,-401,452,0,0,0,0,0,0,-,MHP7448_0158,hypothetical protein
GY,0,196938,0,197291,r,-401,353,0,0,0,0,0,0,-,MHP7448_0159,hypothetical protein
GY,0,197293,0,199332,r,-401,2039,0,0,0,0,0,0,-,MHP7448_0160,ABC transporter ATP-binding and permease
GY,0,199410,0,200606,f,-401,1196,0,0,0,0,0,0,deoB,MHP7448_0161,phosphopentomutase
GY,0,200930,0,201589,f,-401,659,0,0,0,0,0,0,-,MHP7448_0162,hypothetical protein
GY,0,202023,0,202736,f,-401,713,0,0,0,0,0,0,tlyA,MHP7448_0163,haemolysin
GY,0,202729,0,203874,f,-401,1145,0,0,0,0,0,0,nifS,MHP7448_0164,nitrogen fixation protein
GY,0,203864,0,204295,f,-401,431,0,0,0,0,0,0,-,MHP7448_0165,hypothetical protein
GY,0,204285,0,204998,f,-401,713,0,0,0,0,0,0,rluB,MHP7448_0166,ribosomal large subunit pseudouridine synthase B
Frag,248370,201011,248520,200861,r,-401,151,68.21,127.00,84.11,68.21,412,-,-
GX,1,0,892758,0,f,-401,892757,0,0,0,0,0,0,-,-,-
GX,195124,0,201267,0,r,-401,6143,0,0,0,0,0,0,-,mhp165,hypothetical protein
GY,0,1,0,920079,f,-401,920078,0,0,0,0,0,0,-,-,-
GY,0,200930,0,201589,f,-401,659,0,0,0,0,0,0,-,MHP7448_0162,hypothetical protein
Frag,257972,191418,258598,190792,r,57,627,89.47,594.00,94.74,89.47,2244,-,-
GX,1,0,892758,0,f,57,892757,0,0,0,0,0,0,-,-,-
GX,190820,0,191074,0,r,57,254,0,0,0,0,0,0,-,mhp159,hypothetical protein
GX,191245,0,191496,0,f,57,251,0,0,0,0,0,0,-,mhp160,hypothetical protein
GY,0,1,0,920079,f,57,920078,0,0,0,0,0,0,-,-,-
GY,0,190852,0,191370,r,57,518,0,0,0,0,0,0,-,MHP7448_0150,hypothetical protein
GY,0,191375,0,192013,r,57,638,0,0,0,0,0,0,rpe,MHP7448_0151,ribulose-phosphate 3-epimerase
Frag,258530,190859,264963,184426,r,57,6434,98.63,6390.00,99.32,98.63,25384,-,-
GX,1,0,892758,0,f,57,892757,0,0,0,0,0,0,-,-,-
GX,182998,0,184467,0,r,57,1469,0,0,0,0,0,0,mmsA,mhp153,methylmalonate-semialdehyde dehydrogenase
GX,184972,0,186228,0,f,57,1256,0,0,0,0,0,0,glyA,mhp154,serine hydroxymethyltransferase
GX,186644,0,186802,0,f,57,158,0,0,0,0,0,0,-,mhp155,hypothetical protein
GX,186885,0,187946,0,f,57,1061,0,0,0,0,0,0,nrdF,mhp156,ribonucleotide-diphosphate reductase subunit beta
GX,187927,0,188400,0,f,57,473,0,0,0,0,0,0,nrdI,mhp157,ribonucleotide reductase stimulatory protein
GX,188455,0,190617,0,f,57,2162,0,0,0,0,0,0,nrdE,mhp158,ribonucleotide-diphosphate reductase subunit alpha
GX,190820,0,191074,0,r,57,254,0,0,0,0,0,0,-,mhp159,hypothetical protein
