All by-Identity Ungapped Fragments (Hits based approach)
[Abr.98/Apr.2010/Dec.2011 -- <ortrelles@uma.es>
SeqX filename        : MH232.fasta
SeqY filename        : MH7422.fasta
SeqX name            : gi|54019969|ref|NC_006360.1|
SeqY name            : gi|525903163|ref|NC_021831.1|
SeqX length          : 892758
SeqY length          : 898495
Min.fragment.length  : 100
Min.Identity         : 65
Tot Hits (seeds)     : 15310
Tot Hits (seeds) used: 1994
Total fragments      : 442
========================================================
Total frags      : 353
x========================================================
Type,xStart,yStart,xEnd,yEnd,strand,block,length,score,ident,similarity,porc_ident,SeqX,SeqY,gene,locus_tag,product
Frag,221884,137544,224036,139696,f,-298,2153,96.47,2115.00,98.24,96.47,8308,-,-
GX,1,0,892758,0,f,-298,892757,0,0,0,0,0,0,-,-,-
GX,221345,0,224059,0,r,-298,2714,0,0,0,0,0,0,P102,mhp182,protein p102
GY,0,1,0,898495,f,-298,898494,0,0,0,0,0,0,-,-,-
GY,0,221669,0,222814,f,-298,1145,0,0,0,0,0,0,nifS,MHL_3175,nitrogen fixation protein
GY,0,223216,0,223938,f,-298,722,0,0,0,0,0,0,rluB,MHL_3183,ribosomal large subunit pseudouridine synthase B
Frag,224819,243498,227601,240716,r,-2,2783,92.45,2678.00,96.23,92.45,10292,-,-
GX,1,0,892758,0,f,-2,892757,0,0,0,0,0,0,-,-,-
GX,240700,0,241452,0,f,-2,752,0,0,0,0,0,0,map,mhp209,methionine aminopeptidase
GX,241453,0,241680,0,f,-2,227,0,0,0,0,0,0,infA,mhp210,translation initiation factor IF-1
GX,241984,0,242397,0,f,-2,413,0,0,0,0,0,0,rpsM,mhp211,30S ribosomal protein S13
GX,242400,0,242804,0,f,-2,404,0,0,0,0,0,0,rps11,mhp212,30S ribosomal protein S11
GX,242811,0,243809,0,f,-2,998,0,0,0,0,0,0,rpoA,mhp213,DNA-directed RNA polymerase subunit alpha
GY,0,1,0,898495,f,-2,898494,0,0,0,0,0,0,-,-,-
GY,0,240912,0,244193,f,-2,3281,0,0,0,0,0,0,-,MHL_3220,protein P97
Frag,227485,240830,227600,240715,r,-2,116,67.24,97.00,83.62,67.24,312,-,-
GX,1,0,892758,0,f,-2,892757,0,0,0,0,0,0,-,-,-
GX,240700,0,241452,0,f,-2,752,0,0,0,0,0,0,map,mhp209,methionine aminopeptidase
GY,0,1,0,898495,f,-2,898494,0,0,0,0,0,0,-,-,-
Frag,227485,240831,227685,240631,r,-2,201,65.17,166.00,82.59,65.17,524,-,-
GX,1,0,892758,0,f,-2,892757,0,0,0,0,0,0,-,-,-
GX,240071,0,240709,0,f,-2,638,0,0,0,0,0,0,adk,mhp208,adenylate kinase
GX,240700,0,241452,0,f,-2,752,0,0,0,0,0,0,map,mhp209,methionine aminopeptidase
GY,0,1,0,898495,f,-2,898494,0,0,0,0,0,0,-,-,-
Frag,227678,240631,228571,239738,r,36,894,98.88,889.00,99.44,98.88,3536,-,-
GX,1,0,892758,0,f,36,892757,0,0,0,0,0,0,-,-,-
GX,238604,0,240025,0,f,36,1421,0,0,0,0,0,0,secY,mhp207,preprotein translocase subunit SecY
GX,240071,0,240709,0,f,36,638,0,0,0,0,0,0,adk,mhp208,adenylate kinase
GY,0,1,0,898495,f,36,898494,0,0,0,0,0,0,-,-,-
GY,0,239983,0,240492,f,36,509,0,0,0,0,0,0,-,MHL_2806,hypothetical protein
Frag,228577,239746,231046,237277,r,36,2470,97.09,2434.00,98.54,97.09,9592,-,-
GX,1,0,892758,0,f,36,892757,0,0,0,0,0,0,-,-,-
GX,237032,0,237397,0,f,36,365,0,0,0,0,0,0,rplR,mhp204,50S ribosomal protein L18
GX,237399,0,238049,0,f,36,650,0,0,0,0,0,0,rpsE,mhp205,30S ribosomal protein S5
GX,238161,0,238604,0,f,36,443,0,0,0,0,0,0,rplO,mhp206,50S ribosomal protein L15
GX,238604,0,240025,0,f,36,1421,0,0,0,0,0,0,secY,mhp207,preprotein translocase subunit SecY
GY,0,1,0,898495,f,36,898494,0,0,0,0,0,0,-,-,-
GY,0,237336,0,237839,r,36,503,0,0,0,0,0,0,rplW,MHL_0693,50S ribosomal protein L23
GY,0,237843,0,238487,r,36,644,0,0,0,0,0,0,rplD,MHL_2907,50S ribosomal protein L4
GY,0,238480,0,239172,r,36,692,0,0,0,0,0,0,rplC,MHL_3216,50S ribosomal protein L3
GY,0,239174,0,239587,r,36,413,0,0,0,0,0,0,rpsJ,MHL_2908,30S ribosomal protein S10
Frag,231013,237308,238099,230222,r,36,7087,97.15,6986.00,98.57,97.15,27540,-,-
GX,1,0,892758,0,f,36,892757,0,0,0,0,0,0,-,-,-
GX,229837,0,230481,0,f,36,644,0,0,0,0,0,0,rplD,mhp188,50S ribosomal protein L4
GX,230485,0,230988,0,f,36,503,0,0,0,0,0,0,rplW,mhp189,50S ribosomal protein L23
GX,231109,0,231957,0,f,36,848,0,0,0,0,0,0,rplB,mhp190,50S ribosomal protein L2
GX,231957,0,232229,0,f,36,272,0,0,0,0,0,0,rpsS,mhp191,30S ribosomal protein S19
GX,232167,0,232907,0,r,36,740,0,0,0,0,0,0,-,mhp192,hypothetical protein
GX,232243,0,232854,0,f,36,611,0,0,0,0,0,0,rplV,mhp193,50S ribosomal protein L22
GX,232854,0,233537,0,f,36,683,0,0,0,0,0,0,rpsC,mhp194,30S ribosomal protein S3
GX,233540,0,233950,0,f,36,410,0,0,0,0,0,0,rplP,mhp195,50S ribosomal protein L16
GX,233958,0,234323,0,f,36,365,0,0,0,0,0,0,rpmC,mhp196,50S ribosomal protein L29
GX,234307,0,234603,0,f,36,296,0,0,0,0,0,0,rpsQ,mhp197,30S ribosomal protein S17
GX,234605,0,234973,0,f,36,368,0,0,0,0,0,0,rplN,mhp198,50S ribosomal protein L14
GX,234978,0,235301,0,f,36,323,0,0,0,0,0,0,rplX,mhp199,50S ribosomal protein L24
GX,235305,0,235850,0,f,36,545,0,0,0,0,0,0,rplE,mhp200,50S ribosomal protein L5
GX,235897,0,236082,0,f,36,185,0,0,0,0,0,0,rpsN,mhp201,30S ribosomal protein S14
GX,236088,0,236483,0,f,36,395,0,0,0,0,0,0,rpsH,mhp202,30S ribosomal protein S8
GX,236490,0,237029,0,f,36,539,0,0,0,0,0,0,rplF,mhp203,50S ribosomal protein L6
GX,237032,0,237397,0,f,36,365,0,0,0,0,0,0,rplR,mhp204,50S ribosomal protein L18
GY,0,1,0,898495,f,36,898494,0,0,0,0,0,0,-,-,-
GY,0,230273,0,230923,r,36,650,0,0,0,0,0,0,rpsE,MHL_0675,30S ribosomal protein S5
GY,0,230925,0,231290,r,36,365,0,0,0,0,0,0,rplR,MHL_2899,50S ribosomal protein L18
GY,0,231293,0,231832,r,36,539,0,0,0,0,0,0,rplF,MHL_0676,50S ribosomal protein L6
GY,0,231839,0,232246,r,36,407,0,0,0,0,0,0,rpsH,MHL_2901,30s ribosomal protein S8
GY,0,232240,0,232425,r,36,185,0,0,0,0,0,0,rpsN,MHL_2902,30S ribosomal protein S14
GY,0,232472,0,232906,r,36,434,0,0,0,0,0,0,rplE,MHL_0678,50S ribosomal protein L5
GY,0,233021,0,233344,r,36,323,0,0,0,0,0,0,rplX,MHL_0681,50S ribosomal protein L24
GY,0,233349,0,233717,r,36,368,0,0,0,0,0,0,rplN,MHL_0683,50S ribosomal protein L14
GY,0,233719,0,234015,r,36,296,0,0,0,0,0,0,rpsQ,MHL_2903,30S ribosomal protein S17
GY,0,233999,0,234364,r,36,365,0,0,0,0,0,0,rpmC,MHL_2904,50S ribosomal protein L29
GY,0,234372,0,234782,r,36,410,0,0,0,0,0,0,rplP,MHL_0685,50S ribosomal protein L16
GY,0,234785,0,235468,r,36,683,0,0,0,0,0,0,rpsC,MHL_3207,30S ribosomal protein S3
GY,0,235468,0,236004,r,36,536,0,0,0,0,0,0,rplV,MHL_3209,50S ribosomal protein L22
GY,0,236093,0,236320,r,36,227,0,0,0,0,0,0,rpsS,MHL_2906,30S ribosomal protein S19
GY,0,236365,0,237213,r,36,848,0,0,0,0,0,0,rplB,MHL_3212,50S ribosomal protein L2
Frag,238086,230231,244240,224077,r,-387,6155,94.41,5983.00,97.21,94.41,23244,-,-
GX,1,0,892758,0,f,-387,892757,0,0,0,0,0,0,-,-,-
GX,224080,0,227406,0,r,-387,3326,0,0,0,0,0,0,P97,mhp183,protein p97
GX,227818,0,228327,0,r,-387,509,0,0,0,0,0,0,-,mhp184,hypothetical protein
GX,228071,0,228250,0,f,-387,179,0,0,0,0,0,0,-,mhp185,hypothetical protein
GX,228737,0,229150,0,f,-387,413,0,0,0,0,0,0,rpsJ,mhp186,30S ribosomal protein S10
GX,229152,0,229844,0,f,-387,692,0,0,0,0,0,0,rplC,mhp187,50S ribosomal protein L3
GX,229837,0,230481,0,f,-387,644,0,0,0,0,0,0,rplD,mhp188,50S ribosomal protein L4
GY,0,1,0,898495,f,-387,898494,0,0,0,0,0,0,-,-,-
GY,0,224144,0,224506,r,-387,362,0,0,0,0,0,0,rplQ,MHL_2896,50S ribosomal protein L17
GY,0,224509,0,225507,r,-387,998,0,0,0,0,0,0,rpoA,MHL_0652,DNA-directed RNA polymerase alpha subunit
GY,0,225514,0,225918,r,-387,404,0,0,0,0,0,0,rpsK,MHL_0653,30S ribosomal protein S11
GY,0,225921,0,226334,r,-387,413,0,0,0,0,0,0,rpsM,MHL_0654,30S ribosomal protein S13
GY,0,226479,0,226592,r,-387,113,0,0,0,0,0,0,rpmJ,MHL_2897,50S ribosomal protein L36
GY,0,226638,0,226865,r,-387,227,0,0,0,0,0,0,infA,MHL_2898,translation initiation factor IF-1
GY,0,226866,0,227618,r,-387,752,0,0,0,0,0,0,-,MHL_0657,methionine aminopeptidase
GY,0,227609,0,228247,r,-387,638,0,0,0,0,0,0,-,MHL_0660,adenylate kinase
GY,0,228293,0,229714,r,-387,1421,0,0,0,0,0,0,secY,MHL_3199,preprotein translocase SecY subunit
GY,0,229714,0,230157,r,-387,443,0,0,0,0,0,0,-,MHL_0674,50S ribosomal protein L15
Frag,241697,226619,241954,226362,r,-387,258,75.97,227.00,87.98,75.97,784,-,-
GX,1,0,892758,0,f,-387,892757,0,0,0,0,0,0,-,-,-
GX,224080,0,227406,0,r,-387,3326,0,0,0,0,0,0,P97,mhp183,protein p97
GY,0,1,0,898495,f,-387,898494,0,0,0,0,0,0,-,-,-
GY,0,226479,0,226592,r,-387,113,0,0,0,0,0,0,rpmJ,MHL_2897,50S ribosomal protein L36
Frag,244228,224094,248520,219802,r,36,4293,88.35,4043.00,94.18,88.35,15172,-,-
GX,1,0,892758,0,f,36,892757,0,0,0,0,0,0,-,-,-
GX,217619,0,220270,0,r,36,2651,0,0,0,0,0,0,alaS,mhp180,alanyl-tRNA synthetase
GX,220345,0,221028,0,f,36,683,0,0,0,0,0,0,-,mhp181,16S ribosomal RNA methyltransferase RsmE
GX,221345,0,224059,0,r,36,2714,0,0,0,0,0,0,P102,mhp182,protein p102
GY,0,1,0,898495,f,36,898494,0,0,0,0,0,0,-,-,-
GY,0,219880,0,220284,f,36,404,0,0,0,0,0,0,-,MHL_2778,hypothetical protein
GY,0,220471,0,220962,f,36,491,0,0,0,0,0,0,-,MHL_2779,hypothetical protein
GY,0,220963,0,221676,f,36,713,0,0,0,0,0,0,tlyA,MHL_0636,hemolysin
GY,0,221669,0,222814,f,36,1145,0,0,0,0,0,0,nifS,MHL_3175,nitrogen fixation protein
GY,0,223216,0,223938,f,36,722,0,0,0,0,0,0,rluB,MHL_3183,ribosomal large subunit pseudouridine synthase B
Frag,248034,220289,258017,210306,r,36,9984,97.56,9862.00,98.78,97.56,38960,-,-
GX,1,0,892758,0,f,36,892757,0,0,0,0,0,0,-,-,-
GX,209395,0,210723,0,f,36,1328,0,0,0,0,0,0,trmE,mhp172,tRNA modification GTPase TrmE
GX,210712,0,211542,0,r,36,830,0,0,0,0,0,0,-,mhp173,hypothetical protein
GX,211544,0,213214,0,r,36,1670,0,0,0,0,0,0,lysS,mhp174,lysyl-tRNA synthetase
GX,213132,0,215279,0,r,36,2147,0,0,0,0,0,0,ftsH,mhp175,cell division protein
GX,215319,0,216212,0,r,36,893,0,0,0,0,0,0,-,mhp176,hypothetical protein
GX,216190,0,216744,0,r,36,554,0,0,0,0,0,0,pth,mhp177,peptidyl-tRNA hydrolase
GX,216778,0,217206,0,r,36,428,0,0,0,0,0,0,-,mhp178,hypothetical protein
GX,217212,0,217643,0,r,36,431,0,0,0,0,0,0,-,mhp179,hypothetical protein
GX,217619,0,220270,0,r,36,2651,0,0,0,0,0,0,alaS,mhp180,alanyl-tRNA synthetase
GY,0,1,0,898495,f,36,898494,0,0,0,0,0,0,-,-,-
GY,0,210316,0,210966,r,36,650,0,0,0,0,0,0,-,MHL_3135,ribulose-phosphate 3-epimerase
GY,0,210947,0,211804,r,36,857,0,0,0,0,0,0,-,MHL_0611,hypothetical protein
GY,0,211805,0,212398,r,36,593,0,0,0,0,0,0,-,MHL_2881,guanylate kinase
GY,0,212966,0,213646,r,36,680,0,0,0,0,0,0,-,MHL_2885,hypothetical protein
GY,0,214126,0,215007,r,36,881,0,0,0,0,0,0,-,MHL_2886,GTP-binding protein
GY,0,215014,0,215409,r,36,395,0,0,0,0,0,0,-,MHL_2887,cytidine deaminase
GY,0,215409,0,215861,r,36,452,0,0,0,0,0,0,-,MHL_0615,hypothetical protein
GY,0,215879,0,216196,r,36,317,0,0,0,0,0,0,-,MHL_2889,hypothetical protein
GY,0,216234,0,218273,r,36,2039,0,0,0,0,0,0,-,MHL_3402,ABC transporter ATP-binding and permease protein
GY,0,218351,0,219547,f,36,1196,0,0,0,0,0,0,deoB,MHL_3164,phosphopentomutase
GY,0,219880,0,220284,f,36,404,0,0,0,0,0,0,-,MHL_2778,hypothetical protein
Frag,258530,209800,263722,204608,r,36,5193,98.50,5154.00,99.25,98.50,20460,-,-
GX,1,0,892758,0,f,36,892757,0,0,0,0,0,0,-,-,-
GX,203989,0,204954,0,r,36,965,0,0,0,0,0,0,oppC,mhp168,oligopeptide transport system permease
GX,204954,0,206054,0,r,36,1100,0,0,0,0,0,0,oppB,mhp169,oligopeptide ABC transporter system permease
GX,206513,0,207565,0,r,36,1052,0,0,0,0,0,0,-,mhp170,hypothetical protein
GX,207735,0,209351,0,f,36,1616,0,0,0,0,0,0,-,mhp171,ABC transporter ATP-binding protein
GX,209395,0,210723,0,f,36,1328,0,0,0,0,0,0,trmE,mhp172,tRNA modification GTPase TrmE
GY,0,1,0,898495,f,36,898494,0,0,0,0,0,0,-,-,-
GY,0,203943,0,204629,f,36,686,0,0,0,0,0,0,-,MHL_3099,putative tRNA/rRNA methyltransferase
GY,0,204704,0,204778,r,36,74,0,0,0,0,0,0,-,MHL_3585,tRNA-Sec
GY,0,204704,0,204778,r,36,74,0,0,0,0,0,0,-,-,tRNA-Sec
GY,0,204837,0,205442,f,36,605,0,0,0,0,0,0,-,MHL_3105,chromate transport protein
GY,0,205426,0,206076,f,36,650,0,0,0,0,0,0,-,MHL_2754,chromate transport protein
GY,0,206086,0,206898,f,36,812,0,0,0,0,0,0,-,MHL_3113,hypothetical protein
GY,0,206914,0,208149,f,36,1235,0,0,0,0,0,0,-,MHL_3114,hypothetical protein
GY,0,208345,0,209673,f,36,1328,0,0,0,0,0,0,-,MHL_3124,trigger factor
Frag,264915,203383,271481,196817,r,36,6567,98.20,6508.00,99.10,98.20,25796,-,-
GX,1,0,892758,0,f,36,892757,0,0,0,0,0,0,-,-,-
GX,195124,0,201267,0,r,36,6143,0,0,0,0,0,0,-,mhp165,hypothetical protein
GX,201254,0,202585,0,r,36,1331,0,0,0,0,0,0,oppF,mhp166,oligopeptide ABC transporter ATP-binding protein
GX,202575,0,203987,0,r,36,1412,0,0,0,0,0,0,oppD,mhp167,oligopeptide ABC transporter ATP-binding protein
GY,0,1,0,898495,f,36,898494,0,0,0,0,0,0,-,-,-
GY,0,196862,0,199705,f,36,2843,0,0,0,0,0,0,-,MHL_3045,hypothetical protein
GY,0,199750,0,200835,f,36,1085,0,0,0,0,0,0,prfA,MHL_3070,peptide chain release factor RF-1
GY,0,200822,0,201538,f,36,716,0,0,0,0,0,0,hemK,MHL_3080,protoporphirogen oxidase
GY,0,201599,0,203002,f,36,1403,0,0,0,0,0,0,gltX,MHL_3511,glutamyl-tRNA synthetase
GY,0,203101,0,203436,f,36,335,0,0,0,0,0,0,-,MHL_3095,hypothetical protein
Frag,271474,196823,274593,193704,r,36,3120,94.17,3029.00,97.08,94.17,11752,-,-
GX,1,0,892758,0,f,36,892757,0,0,0,0,0,0,-,-,-
GX,192435,0,195113,0,r,36,2678,0,0,0,0,0,0,-,mhp164,hypothetical protein
GX,195124,0,201267,0,r,36,6143,0,0,0,0,0,0,-,mhp165,hypothetical protein
GY,0,1,0,898495,f,36,898494,0,0,0,0,0,0,-,-,-
GY,0,192616,0,193719,f,36,1103,0,0,0,0,0,0,-,MHL_3509,hypothetical protein
GY,0,193932,0,195386,f,36,1454,0,0,0,0,0,0,-,MHL_3026,hexosephosphate transport protein
GY,0,195476,0,196459,f,36,983,0,0,0,0,0,0,-,MHL_2863,L-lactate dehydrogenase
GY,0,196720,0,196803,r,36,83,0,0,0,0,0,0,-,MHL_3586,tRNA-Leu
GY,0,196720,0,196803,r,36,83,0,0,0,0,0,0,-,-,tRNA-Leu
Frag,274577,193725,275707,192595,r,36,1131,98.05,1120.00,99.03,98.05,4436,-,-
GX,1,0,892758,0,f,36,892757,0,0,0,0,0,0,-,-,-
GX,192435,0,195113,0,r,36,2678,0,0,0,0,0,0,-,mhp164,hypothetical protein
GY,0,1,0,898495,f,36,898494,0,0,0,0,0,0,-,-,-
GY,0,192616,0,193719,f,36,1103,0,0,0,0,0,0,-,MHL_3509,hypothetical protein
Frag,275703,192600,275864,192439,r,36,162,100.00,162.00,100.00,100.00,648,-,-
GX,1,0,892758,0,f,36,892757,0,0,0,0,0,0,-,-,-
GX,192435,0,195113,0,r,36,2678,0,0,0,0,0,0,-,mhp164,hypothetical protein
GY,0,1,0,898495,f,36,898494,0,0,0,0,0,0,-,-,-
GY,0,192500,0,192581,f,36,81,0,0,0,0,0,0,-,MHL_3568,4.5S signal recognition particle RNA
GY,0,192500,0,192581,f,36,81,0,0,0,0,0,0,-,-,4.5S signal recognition particle RNA
Frag,275850,192451,276870,191431,r,36,1021,90.40,972.00,95.20,90.40,3692,-,-
GX,1,0,892758,0,f,36,892757,0,0,0,0,0,0,-,-,-
GX,191245,0,191496,0,f,36,251,0,0,0,0,0,0,-,mhp160,hypothetical protein
GX,191598,0,192071,0,f,36,473,0,0,0,0,0,0,-,mhp161,hypothetical protein
GX,192131,0,192343,0,f,36,212,0,0,0,0,0,0,-,mhp163,hypothetical protein
GX,192435,0,195113,0,r,36,2678,0,0,0,0,0,0,-,mhp164,hypothetical protein
GY,0,1,0,898495,f,36,898494,0,0,0,0,0,0,-,-,-
GY,0,191539,0,192363,r,36,824,0,0,0,0,0,0,-,MHL_3010,lipase-esterase
Frag,276994,191304,277605,190693,r,36,612,97.06,603.00,98.53,97.06,2376,-,-
GX,1,0,892758,0,f,36,892757,0,0,0,0,0,0,-,-,-
GX,190820,0,191074,0,r,36,254,0,0,0,0,0,0,-,mhp159,hypothetical protein
GX,191245,0,191496,0,f,36,251,0,0,0,0,0,0,-,mhp160,hypothetical protein
GY,0,1,0,898495,f,36,898494,0,0,0,0,0,0,-,-,-
GY,0,190716,0,191015,f,36,299,0,0,0,0,0,0,rplU,MHL_0548,50S ribosomal protein L21
GY,0,191024,0,191278,f,36,254,0,0,0,0,0,0,rpmA,MHL_0549,50S ribosomal protein L27
Frag,277600,190699,282377,185922,r,-387,4778,67.77,4008.00,83.88,67.77,12952,-,-
GX,1,0,892758,0,f,-387,892757,0,0,0,0,0,0,-,-,-
GX,184972,0,186228,0,f,-387,1256,0,0,0,0,0,0,glyA,mhp154,serine hydroxymethyltransferase
GX,186644,0,186802,0,f,-387,158,0,0,0,0,0,0,-,mhp155,hypothetical protein
GX,186885,0,187946,0,f,-387,1061,0,0,0,0,0,0,nrdF,mhp156,ribonucleotide-diphosphate reductase subunit beta
GX,187927,0,188400,0,f,-387,473,0,0,0,0,0,0,nrdI,mhp157,ribonucleotide reductase stimulatory protein
GX,188455,0,190617,0,f,-387,2162,0,0,0,0,0,0,nrdE,mhp158,ribonucleotide-diphosphate reductase subunit alpha
GY,0,1,0,898495,f,-387,898494,0,0,0,0,0,0,-,-,-
GY,0,186082,0,187518,r,-387,1436,0,0,0,0,0,0,-,MHL_2970,pyruvate kinase
GY,0,187614,0,188405,r,-387,791,0,0,0,0,0,0,-,MHL_0536,hypothetical protein
GY,0,188462,0,188755,f,-387,293,0,0,0,0,0,0,-,MHL_2701,hypothetical protein
GY,0,188784,0,189854,r,-387,1070,0,0,0,0,0,0,-,MHL_2988,aminopeptidase
GY,0,189906,0,190565,r,-387,659,0,0,0,0,0,0,-,MHL_0545,uracil-dna glycosylase
Frag,278349,189951,279527,188773,r,-387,1179,94.74,1148.00,97.37,94.74,4468,-,-
GX,1,0,892758,0,f,-387,892757,0,0,0,0,0,0,-,-,-
GX,188455,0,190617,0,f,-387,2162,0,0,0,0,0,0,nrdE,mhp158,ribonucleotide-diphosphate reductase subunit alpha
GY,0,1,0,898495,f,-387,898494,0,0,0,0,0,0,-,-,-
GY,0,188784,0,189854,r,-387,1070,0,0,0,0,0,0,-,MHL_2988,aminopeptidase
GY,0,189906,0,190565,r,-387,659,0,0,0,0,0,0,-,MHL_0545,uracil-dna glycosylase
Frag,282363,185930,284252,184041,r,36,1890,97.88,1870.00,98.94,97.88,7400,-,-
GX,1,0,892758,0,f,36,892757,0,0,0,0,0,0,-,-,-
GX,182998,0,184467,0,r,36,1469,0,0,0,0,0,0,mmsA,mhp153,methylmalonate-semialdehyde dehydrogenase
GX,184972,0,186228,0,f,36,1256,0,0,0,0,0,0,glyA,mhp154,serine hydroxymethyltransferase
GY,0,1,0,898495,f,36,898494,0,0,0,0,0,0,-,-,-
GY,0,183490,0,184080,f,36,590,0,0,0,0,0,0,-,MHL_3600,hypothetical protein
GY,0,184357,0,184551,r,36,194,0,0,0,0,0,0,rpmB,MHL_2825,50S ribosomal protein L28
GY,0,184607,0,184960,r,36,353,0,0,0,0,0,0,rplT,MHL_2828,50S ribosomal protein L20
GY,0,185006,0,185200,r,36,194,0,0,0,0,0,0,rpmI,MHL_2833,50S ribosomal protein L35
GY,0,185193,0,185846,r,36,653,0,0,0,0,0,0,infC,MHL_0531,translation initiation factor IF-3
Frag,284237,184055,285874,182418,r,-2,1638,94.51,1593.00,97.25,94.51,6192,-,-
GX,1,0,892758,0,f,-2,892757,0,0,0,0,0,0,-,-,-
GX,181982,0,183034,0,r,-2,1052,0,0,0,0,0,0,iolC,mhp152,myo-inositol catabolism protein
GX,182998,0,184467,0,r,-2,1469,0,0,0,0,0,0,mmsA,mhp153,methylmalonate-semialdehyde dehydrogenase
GY,0,1,0,898495,f,-2,898494,0,0,0,0,0,0,-,-,-
GY,0,182471,0,182734,f,-2,263,0,0,0,0,0,0,-,MHL_2672,hypothetical protein
GY,0,183490,0,184080,f,-2,590,0,0,0,0,0,0,-,MHL_3600,hypothetical protein
Frag,285238,180687,285729,180196,r,-2,492,84.15,453.00,92.07,84.15,1656,-,-
GX,1,0,892758,0,f,-2,892757,0,0,0,0,0,0,-,-,-
GX,180183,0,181202,0,r,-2,1019,0,0,0,0,0,0,-,mhp150,hypothetical protein
GY,0,1,0,898495,f,-2,898494,0,0,0,0,0,0,-,-,-
Frag,285872,182422,286453,181841,r,-2,582,74.91,509.00,87.46,74.91,1744,-,-
GX,1,0,892758,0,f,-2,892757,0,0,0,0,0,0,-,-,-
GX,181192,0,181998,0,r,-2,806,0,0,0,0,0,0,-,mhp151,myo-inositol catabolism protein
GX,181982,0,183034,0,r,-2,1052,0,0,0,0,0,0,iolC,mhp152,myo-inositol catabolism protein
GY,0,1,0,898495,f,-2,898494,0,0,0,0,0,0,-,-,-
GY,0,181118,0,181867,f,-2,749,0,0,0,0,0,0,-,MHL_3255,hypothetical protein
GY,0,182147,0,182389,f,-2,242,0,0,0,0,0,0,-,MHL_2668,hypothetical protein
Frag,286359,181936,288344,179951,r,-2,1986,97.89,1965.00,98.94,97.89,7776,-,-
GX,1,0,892758,0,f,-2,892757,0,0,0,0,0,0,-,-,-
GX,178213,0,180183,0,r,-2,1970,0,0,0,0,0,0,iolD,mhp149,myo-inositol catabolism protein
GX,180183,0,181202,0,r,-2,1019,0,0,0,0,0,0,-,mhp150,hypothetical protein
GX,181192,0,181998,0,r,-2,806,0,0,0,0,0,0,-,mhp151,myo-inositol catabolism protein
GY,0,1,0,898495,f,-2,898494,0,0,0,0,0,0,-,-,-
GY,0,180807,0,181109,f,-2,302,0,0,0,0,0,0,-,MHL_2626,hypothetical protein
GY,0,181118,0,181867,f,-2,749,0,0,0,0,0,0,-,MHL_3255,hypothetical protein
Frag,288459,179838,288781,179516,r,36,323,94.43,314.00,97.21,94.43,1220,-,-
GX,1,0,892758,0,f,36,892757,0,0,0,0,0,0,-,-,-
GX,178213,0,180183,0,r,36,1970,0,0,0,0,0,0,iolD,mhp149,myo-inositol catabolism protein
GY,0,1,0,898495,f,36,898494,0,0,0,0,0,0,-,-,-
GY,0,179571,0,179646,r,36,75,0,0,0,0,0,0,-,MHL_3587,tRNA-His
GY,0,179571,0,179646,r,36,75,0,0,0,0,0,0,-,-,tRNA-His
Frag,288769,179532,291008,177293,r,36,2240,99.38,2233.00,99.69,99.38,8904,-,-
GX,1,0,892758,0,f,36,892757,0,0,0,0,0,0,-,-,-
GX,177311,0,178213,0,r,36,902,0,0,0,0,0,0,-,mhp148,myo-inositol catabolism protein
GX,178213,0,180183,0,r,36,1970,0,0,0,0,0,0,iolD,mhp149,myo-inositol catabolism protein
GY,0,1,0,898495,f,36,898494,0,0,0,0,0,0,-,-,-
GY,0,177327,0,178451,f,36,1124,0,0,0,0,0,0,pdhA,MHL_0518,pyruvate dehydrogenase E1-alpha subunit
GY,0,178451,0,179455,f,36,1004,0,0,0,0,0,0,pdhB,MHL_3177,pyruvate dehydrogenase
Frag,291004,177296,293361,174939,r,36,2358,97.88,2333.00,98.94,97.88,9232,-,-
GX,1,0,892758,0,f,36,892757,0,0,0,0,0,0,-,-,-
GX,173943,0,175757,0,r,36,1814,0,0,0,0,0,0,rbsC,mhp146,ribose ABC transporter
GX,175770,0,177215,0,r,36,1445,0,0,0,0,0,0,rbsA,mhp147,ribose ABC transporter ATP-binding protein
GY,0,1,0,898495,f,36,898494,0,0,0,0,0,0,-,-,-
GY,0,175019,0,176608,f,36,1589,0,0,0,0,0,0,-,MHL_3166,amino acid permease
GY,0,176621,0,177136,f,36,515,0,0,0,0,0,0,-,MHL_0517,adenine phosphoribosyltransferase
Frag,293357,174945,294593,173709,r,36,1237,98.22,1226.00,99.11,98.22,4860,-,-
GX,1,0,892758,0,f,36,892757,0,0,0,0,0,0,-,-,-
GX,172715,0,173920,0,r,36,1205,0,0,0,0,0,0,-,mhp145,periplasmic sugar-binding proteins
GX,173943,0,175757,0,r,36,1814,0,0,0,0,0,0,rbsC,mhp146,ribose ABC transporter
GY,0,1,0,898495,f,36,898494,0,0,0,0,0,0,-,-,-
GY,0,173711,0,174934,f,36,1223,0,0,0,0,0,0,-,MHL_3157,hypothetical protein
Frag,294576,173732,294741,173567,r,36,166,95.18,162.00,97.59,95.18,632,-,-
GX,1,0,892758,0,f,36,892757,0,0,0,0,0,0,-,-,-
GX,172715,0,173920,0,r,36,1205,0,0,0,0,0,0,-,mhp145,periplasmic sugar-binding proteins
GY,0,1,0,898495,f,36,898494,0,0,0,0,0,0,-,-,-
